FECHA,CANTIDAD,TIPO DE SERVICIO Especifico,TIPO DE SERVICIO General,DESCRIPCIÓN,COSTO x Uni,MONTO TOTAL
05/30/2025,1,Pisos,Limpieza,Google Ads,624.34,874.076
05/30/2025,1,Colchón,Limpieza,Google Ads,838.9,1174.46
05/30/2025,1,Mueble,Limpieza,Google Ads,342.565,479.591
05/30/2025,1,Cocina,Limpieza,Google Ads,279.8,391.72
05/30/2025,1,Alfombra,Limpieza,Google Ads,342.565,479.591
05/30/2025,1,Baño,Limpieza,Google Ads,279.8,391.72
05/30/2025,1,Inmueble,Limpieza,Google Ads,2630.93,3683.302
05/30/2025,1,Ventanas,Limpieza,Google Ads,279.8,391.72
05/30/2025,1,Marketing,Marketing,Google Ads,402.3,563.22
05/30/2025,1,Hosting,Empresa,Banahosting - Hosting,300,300
05/30/2025,1,Hosting,Empresa,Namecheap - Hosting,300,300
05/30/2025,1,Hosting,Empresa,Sered - Hosting,100,100
05/30/2025,1,Hosting,Empresa,Nicalia - Hosting,160,160
05/30/2025,1,Hosting,Empresa,Imunify - Antivirus para Hosting,100,100
05/30/2025,1,Personal Ventas,Empresa,Pago Navid,1798.61,1798.61
05/30/2025,1,Personal Ventas,Empresa,Pago Daniela,1642.51,1642.51
05/30/2025,1,Personal Ventas,Empresa,Pago Isabella,559.43,559.43
05/30/2025,1,Personal Ventas,Empresa,Pago Andrea,660.36,660.36
05/30/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,470.27,470.27
05/30/2025,1,Personal Limpieza,Limpieza,Pago Jesús,368.81,368.81
05/30/2025,1,Personal Limpieza,Limpieza,Pago Rosa,715.6,715.6
05/30/2025,1,Personal Marketing,Empresa,Pago Harumi,1596.52,1596.52
05/30/2025,1,Personal Marketing,Empresa,Pago Mario,1412.15,1412.15
05/30/2025,1,Personal Marketing,Empresa,Pago Saul,1090.27,1090.27
05/30/2025,1,Personal Marketing,Marketing,Pago Camila,675.19,675.19
05/30/2025,1,Empresa,Empresa,Sueldo Marco,10000,10000
05/30/2025,1,Clases,Clases,Idroo,40,40
05/30/2025,1,Empresa,Empresa,Indeed,650,650
05/30/2025,2,Diseño,Empresa,Adobe,146,292
05/30/2025,1,Empresa,Empresa,Test Gorilla,430,430
05/30/2025,1,IA,Empresa,Chat Gtp,80,80
05/30/2025,2,IA,Empresa,Gemini,74,148
05/30/2025,1,IA,Empresa,Claude,80,80
05/30/2025,5,Beneficios Sociales,Empresa,Pago AFP (incluye Essalud),128.48,642.4
05/30/2025,1,Beneficios Sociales,Empresa,Pago ONP (incluye Essalud),146.9,146.9
05/30/2025,1,Diseño,Empresa,Ideogram,80,80
05/30/2025,1,Diseño,Empresa,MidJourney,40,40
05/30/2025,1,Abogados,Abogados,Abogada Jenireth Cristina,195,195
05/31/2025,1,Personal Limpieza,Limpieza,Pago Juan Carlos,70,70
06/02/2025,2,Medicamento,Medicamento,temozolamida,1100,2200
06/03/2025,5,Pisos,Limpieza,Binner remover,29.9,149.5
06/07/2025,1,Abogados,Abogados,Abogada Jenireth Cristina,145,145
06/06/2025,1,Personal Limpieza,Limpieza,Pago Juan Carlos,70,70
06/09/2025,1,Personal Limpieza,Limpieza,Pago José,60,60
06/09/2025,1,Clases,Clases,Profesora Melisa,187.5,187.5
06/09/2025,1,Clases,Clases,Profesor Martin,225,225
06/10/2025,1,Clases,Clases,Profesora Lizbeth,375.5,375.5
06/10/2025,1,Clases,Clases,Profesor Leonardo,225,225
06/11/2025,3,Medicamento,Medicamento,Trastuzumab ,800,2400
06/12/2025,1,Psicologo,Psicologo,Psicologa Ysabel,150,150
06/15/2025,1,Personal Limpieza,Limpieza,Pago Jesús,775,775
06/15/2025,1,Personal Limpieza,Limpieza,Pago Rosa,900,900
06/15/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,565,565
06/15/2025,1,Personal Limpieza,Limpieza,Pago Erika,60,60
06/16/2025,1,Clases,Clases,Profesora Lizbeth,450,450
06/16/2025,1,Clases,Clases,Profesora Melisa,225,225
06/16/2025,1,Clases,Clases,Profesora Katherine,427.5,427.5
06/16/2025,1,Clases,Clases,Profesor Jorge Fernandez,1777.5,1777.5
06/17/2025,1,Medicamento,Medicamento,trastuzumab,800,800
06/17/2025,3,Medicamento,Medicamento,voriconazol,100,300
06/17/2025,1,Clases,Clases,Profesor Luis Angel,37.5,37.5
06/17/2025,1,Abogados,Abogados,Abogada Jenireth Cristina,200,200
06/18/2025,1,Empresa,Empresa,Local,2550,2550
06/18/2025,1,Reparaciones,Reparaciones,Reparación de sillas,50,50
06/18/2025,1,Empresa,Empresa,Contador,165,165
06/19/2025,3,Inmueble,Limpieza,Trapeador microfibra,52,156
06/19/2025,1,Inmueble,Limpieza,Guantes nitrilo ,40,40
06/19/2025,1,Inmueble,Limpieza,Bolsa Mascarilla,10,10
06/19/2025,2,Pisos,Limpieza,Lejia color galon sapolio,19,38
06/19/2025,2,Pisos,Limpieza,Cif crema frasco,13,26
06/19/2025,5,Pisos,Limpieza,Aroma spray sapolio,7,35
06/19/2025,1,Ventanas,Limpieza,Lavavajilla ayudin,15,15
06/19/2025,1,Ventanas,Limpieza,Limpia vidrio galon,15,15
06/19/2025,2,Colchón,Limpieza,Libre enjuague suavitel,21,42
06/19/2025,1,Colchón,Limpieza,Esponja Carmelita alambrado,18,18
06/19/2025,4,Inmueble,Limpieza,Pads grandes,30,120
06/19/2025,1,Personal Limpieza,Limpieza,Pago José,60,60
06/20/2025,1,Personal Limpieza,Limpieza,Pago José,60,60
06/23/2025,1,Clases,Clases,Profesor Leonardo,37.5,37.5
06/23/2025,1,Clases,Clases,Profesor Martin,525,525
06/23/2025,1,Clases,Clases,Profesora Lizbeth,412.5,412.5
06/23/2025,1,Medicamento,Medicamento,Profesor Miguel Pareja,93.75,93.75
06/23/2025,1,Personal Ventas,Empresa,Pago Isabella,521.62,521.62
06/24/2025,1,Personal Limpieza,Limpieza,Operario Noemí,65,65
06/24/2025,3,Medicamento,Medicamento,Capecitabina,12,36
06/25/2025,1,Medicamento,Medicamento,voriconazol,100,100
06/25/2025,1,Hosting,Empresa,Dominios .com y .net etc,183.75,183.75
06/25/2025,1,Hosting,Empresa,Dominios .online,11.25,11.25
06/25/2025,1,Hosting,Empresa,Namecheap - Hosting,25,25
06/25/2025,1,Empresa,Empresa,Kaspersky Antivirus,25,25
06/25/2025,1,Empresa,Empresa,Sueldo Marco,10000,10000
06/25/2025,1,Clases,Clases,Idroo,40,40
06/25/2025,1,Empresa,Empresa,Indeed,650,650
06/25/2025,2,Diseño,Empresa,Adobe,146,292
06/25/2025,1,Empresa,Empresa,Test Gorilla,430,430
06/25/2025,1,IA,Empresa,Chat Gtp,80,80
06/25/2025,2,IA,Empresa,Gemini,74,148
06/25/2025,1,IA,Empresa,Claude,80,80
06/25/2025,4,Beneficios Sociales,Empresa,Pago AFP (incluye Essalud),128.48,513.92
06/25/2025,1,Beneficios Sociales,Empresa,Pago ONP (incluye Essalud),146.9,146.9
06/25/2025,1,Diseño,Empresa,Ideogram,80,80
06/25/2025,1,Hosting,Empresa,Banahosting - Hosting,300,300
06/25/2025,1,Hosting,Empresa,Namecheap - Hosting,300,300
06/25/2025,1,Hosting,Empresa,Sered - Hosting,100,100
06/25/2025,1,Hosting,Empresa,Nicalia - Hosting,160,160
06/25/2025,1,Hosting,Empresa,Imunify - Antivirus para Hosting,100,100
06/27/2025,2,Personal Limpieza,Limpieza,Operario Noemí y Ana,50,100
06/27/2025,1,Personal Limpieza,Limpieza,Pago José,31.5,31.5
06/28/2025,1,Empresa,Limpieza,Polos Operarios,102,102
06/30/2025,1,Taxis,Limpieza,TAXIS JUNIO,2243.9,2243.9
06/30/2025,1,Clases,Clases,Profesor Jorge Fernandez,1785,1785
06/30/2025,1,Clases,Clases,Profesora Lizbeth,975,975
06/30/2025,1,Clases,Clases,Profesora Celia,1286.25,1286.25
06/30/2025,1,Clases,Clases,Profesora Melisa,112.5,112.5
06/30/2025,1,Colchón,Limpieza,Google Ads,462.43,647.402
06/30/2025,1,Mueble,Limpieza,Google Ads,231.215,323.701
06/30/2025,1,Alfombra,Limpieza,Google Ads,231.215,323.701
06/30/2025,1,Inmueble,Limpieza,Google Ads,1486.84,2081.576
06/30/2025,1,Pisos,Limpieza,Google Ads,318.66,446.124
06/30/2025,1,Baño,Limpieza,Google Ads,246.986666666667,345.781333333333
06/30/2025,1,Cocina,Limpieza,Google Ads,246.986666666667,345.781333333333
06/30/2025,1,Ventanas,Limpieza,Google Ads,246.986666666667,345.781333333333
06/30/2025,1,Marketing,Marketing,Google Ads,992.24,1389.136
06/30/2025,1,Clases,Clases,Google Ads,1988.44,2783.816
06/30/2025,1,Personal Limpieza,Limpieza,Pago Jesús,569.12,569.12
06/30/2025,1,Personal Limpieza,Limpieza,Pago Rosa,365.6,365.6
06/30/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,446.73,446.73
06/30/2025,1,Personal Marketing,Empresa,Pago Harumi,1746.77,1746.77
06/30/2025,1,Personal Marketing,Empresa,Pago Mario,1412.15,1412.15
06/30/2025,1,Personal Marketing,Empresa,Pago Saul,1048.6,1048.6
06/30/2025,1,Personal Marketing,Marketing,Pago Camila,686.64,686.64
06/30/2025,1,Empresa,Empresa,Pago Navid,2017.55,2017.55
06/30/2025,1,Empresa,Empresa,Pago Daniela,1600,1600
06/30/2025,1,Empresa,Empresa,Pago Andrea,2039.68,2039.68
07/01/2025,1,Medicamento,Medicamento,Ciclofosfamida 1g,120,120
07/02/2025,10,Inmueble,Limpieza,Antihongos sapolio,11,110
07/02/2025,3,Empresa,Empresa,Plumones de pizarra,4,12
07/02/2025,2,Medicamento,Medicamento,blister de voriconazol,100,200
07/02/2025,1,Medicamento,Medicamento,Pago Ricardo,60,60
07/02/2025,1,Clases,Clases,Pago Luis Angel,131.25,131.25
07/03/2025,1,Clases,Clases,Pago Romina,280,280
07/04/2025,12,Inmueble,Limpieza,Trapiador,4,48
07/04/2025,1,Inmueble,Limpieza,Carmelita,12,12
07/04/2025,1,Inmueble,Limpieza,Esponja Fierro,18,18
07/04/2025,1,Inmueble,Limpieza,Sacagrasa galon,9,9
07/04/2025,1,Inmueble,Limpieza,Quitasarro galon,9,9
07/04/2025,1,Inmueble,Limpieza,Detergente 4 kilo,21,21
07/04/2025,3,Inmueble,Limpieza,Silicona de cuero,14,42
07/04/2025,6,Inmueble,Limpieza,Antihongos sapolio,10,60
07/04/2025,1,Inmueble,Limpieza,Bolsas 26/40,15,15
07/04/2025,1,Inmueble,Limpieza,Caja de guantes,20,20
07/04/2025,1,Inmueble,Limpieza,Escoba,12,12
07/04/2025,1,Inmueble,Limpieza,Lejia color galon sapolio,18,18
07/04/2025,1,Inmueble,Limpieza,Limpia Vidirio,30,30
07/04/2025,1,Inmueble,Limpieza,Almuerzo Operarios,19,19
07/05/2025,5,Medicamento,Medicamento,Filgastrim,60,300
07/07/2025,1,Empresa,Limpieza,Liquidación Rosa,425,425
07/08/2025,1,Clases,Clases,Profesor Martin,337.5,337.5
07/08/2025,1,Clases,Clases,Profesor leonardo,37.5,37.5
07/08/2025,1,Clases,Clases,Profesor Jackson Rojo,180,180
07/09/2025,30,Inmueble,Limpieza,Mini pads,4,120
07/11/2025,1,Clases,Clases,Profesor Miguel Pareja,206.25,206.25
07/11/2025,1,Personal Limpieza,Limpieza,Pago José,60,60
07/11/2025,1,Personal Limpieza,Limpieza,Pago Kevin,60,60
07/11/2025,1,Personal Ventas,Empresa,Pago Massoni,158.39,158.39
07/11/2025,1,Empresa,Empresa,Folder,6.5,6.5
07/11/2025,1,Empresa,Empresa,Impresiones,16.8,16.8
07/12/2025,1,Personal Limpieza,Limpieza,Pago Yessenia,60,60
07/12/2025,1,Personal Limpieza,Limpieza,Pago Kevin,60,60
07/14/2025,1,Personal Limpieza,Limpieza,Pago Yessenia,60,60
07/14/2025,1,Clases,Clases,Profesor Brandon Bolívar,220,220
07/14/2025,1,Clases,Clases,Profesor Luis Angel,93.75,93.75
07/14/2025,1,Clases,Clases,Profesora Lizbeth,450,450
07/14/2025,1,Clases,Clases,Profesora Katherine,315,315
07/14/2025,1,Clases,Clases,Profesor Jorge Fernandez,1605,1605
07/16/2025,2,Colchón,Limpieza,Lejía color mediana,11.5,23
07/16/2025,1,Hosting,Empresa,Dominios .com y .net etc,183.75,183.75
07/16/2025,1,Hosting,Empresa,Dominios .online,11.25,11.25
07/16/2025,1,Hosting,Empresa,Namecheap - Hosting,25,25
07/16/2025,1,Empresa,Empresa,Kaspersky Antivirus,25,25
07/16/2025,1,Empresa,Empresa,Sueldo Marco,10000,10000
07/16/2025,1,Clases,Clases,Idroo,40,40
07/16/2025,1,Empresa,Empresa,Indeed,650,650
07/16/2025,2,Diseño,Empresa,Adobe,146,292
07/16/2025,1,Empresa,Empresa,Test Gorilla,430,430
07/16/2025,1,IA,Empresa,Chat Gtp,80,80
07/16/2025,2,IA,Empresa,Gemini,74,148
07/16/2025,1,IA,Empresa,Claude,80,80
07/16/2025,4,Beneficios Sociales,Empresa,Pago AFP (incluye Essalud),128.48,513.92
07/16/2025,1,Diseño,Empresa,Ideogram,80,80
07/16/2025,1,Hosting,Empresa,Banahosting - Hosting,300,300
07/16/2025,1,Hosting,Empresa,Namecheap - Hosting,300,300
07/16/2025,1,Hosting,Empresa,Sered - Hosting,100,100
07/16/2025,1,Hosting,Empresa,Nicalia - Hosting,160,160
07/16/2025,1,Hosting,Empresa,Imunify - Antivirus para Hosting,100,100
07/16/2025,1,Personal Limpieza,Limpieza,Pago Jesús,569.12,569.12
07/16/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,446.73,446.73
07/18/2025,1,Empresa,Empresa,Local,2550,2550
07/18/2025,6,Colchón,Limpieza,Lejia color galon,16,96
07/18/2025,1,Inmueble,Limpieza,Lejia galon,9.5,9.5
07/18/2025,12,Inmueble,Limpieza,Antihongos sapolio,11,132
07/18/2025,2,Baños,Limpieza,WC Sapolio,9,18
07/18/2025,3,Inmueble,Limpieza,Soda Caustica,10,30
07/18/2025,4,Inmueble,Limpieza,Aroma spray sapolio,6,24
07/18/2025,1,Colchón,Limpieza,Suavitel,24,24
07/18/2025,7,Inmueble,Limpieza,Lustra Muebles Aerosol,9.5,66.5
07/18/2025,1,Baños,Limpieza,Quitasarro galon,8,8
07/18/2025,2,Cocina,Limpieza,galon de quitagrasa,12,24
07/18/2025,1,Ventanas,Limpieza,Limpia vidrio galon,12,12
07/18/2025,2,Cocina,Limpieza,Cif crema,12,24
07/18/2025,2,Inmueble,Limpieza,Galon aroma,10,20
07/18/2025,1,Inmueble,Limpieza,Detergente 4 kilo,23,23
07/18/2025,1,Cocina,Limpieza,Esponja Carmelita plancha,18,18
07/18/2025,1,Inmueble,Limpieza,Trapeador microfibra,38,38
07/18/2025,1,Inmueble,Limpieza,Trapo chico microfibra docena,20,20
07/17/2025,10,Pisos,Limpieza,Mini pads,4,40
07/17/2025,6,Pisos,Limpieza,Pads grandes,30,180
07/17/2025,1,Asesoria,Abogados,Abogada Jenireth Cristina,145,145
07/17/2025,1,Clases,Clases,Profesor Omar,120,120
07/17/2025,1,Clases,Clases,Profesor Martin,225,225
07/17/2025,1,Clases,Clases,Profesor Miguel Pareja,306.25,306.25
07/17/2025,2,Clases,Clases,Profesor Jackson Rojo,307.25,614.5
07/22/2025,1,Pisos,Limpieza,Penalidad Taxi,10,10
07/22/2025,1,Pisos,Limpieza,Pastillas Luis,7,7
07/24/2025,1,Asesoria,Abogados,Abogado Navid,900,900
07/25/2025,1,Personal Ventas,Empresa,Adelando Daniela,100,100
07/25/2025,1,Pisos,Limpieza,Chema Remover,33,33
07/26/2025,1,Empresa,Empresa,Pollo Compartir,83.9,83.9
07/26/2025,1,Alfombra,Limpieza,Maquina Aspiradora,939.9,939.9
07/27/2025,1,Colchón,Limpieza,Shampoo,120,120
07/27/2025,1,Alfombra,Limpieza,Taxi para materiales,38.8,38.8
07/27/2025,1,Alfombra,Limpieza,Pico Pato,80,80
07/30/2025,1,Clases,Clases,Profesor Wilmer,1120.2,1120.2
07/30/2025,1,Clases,Clases,Profesor Luis Angel,131.25,131.25
07/30/2025,1,Clases,Clases,Profesora Katherine,270,270
07/30/2025,1,Clases,Clases,Profesora Lizbeth,187.5,187.5
07/30/2025,1,Clases,Clases,Profesor Jorge Fernandez,1417.5,1417.5
07/31/2025,1,Colchón,Limpieza,Google Ads,294.42,412.188
07/31/2025,1,Mueble,Limpieza,Google Ads,279.025,390.635
07/31/2025,1,Alfombra,Limpieza,Google Ads,279.025,390.635
07/31/2025,1,Inmueble,Limpieza,Google Ads,1157.66,1620.724
07/31/2025,1,Pisos,Limpieza,Google Ads,242.82,339.948
07/31/2025,1,Baño,Limpieza,Google Ads,227.013333333333,317.818666666667
07/31/2025,1,Cocina,Limpieza,Google Ads,227.013333333333,317.818666666667
07/31/2025,1,Ventanas,Limpieza,Google Ads,227.013333333333,317.818666666667
07/31/2025,1,Marketing,Marketing,Google Ads,345.8,484.12
07/31/2025,1,Clases,Clases,Google Ads,1407.45,1970.43
07/31/2025,1,Personal Limpieza,Limpieza,Pago Jesús,517.35,517.35
07/31/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,568.75,568.75
07/31/2025,1,Personal Limpieza,Limpieza,Pago Gloria,440,440
07/31/2025,1,Personal Limpieza,Limpieza,Pago Kaylor,685.06,685.06
07/31/2025,1,Personal Marketing,Empresa,Pago Mario,1327.77,1327.77
07/31/2025,1,Personal Marketing,Empresa,Pago Harumi,1731.52,1731.52
07/31/2025,1,Personal Marketing,Empresa,Pago Saul,1121.52,1121.52
07/31/2025,1,Personal Ventas,Empresa,Pago Navid,1459.74,1459.74
07/31/2025,1,Personal Ventas,Empresa,Pago Daniela,1757.14,1757.14
07/31/2025,1,Personal Ventas,Empresa,Pago Yahaira,824.164,824.164
07/31/2025,1,Personal Ventas,Empresa,Pago Mauricio,566.29,566.29
07/31/2025,1,Personal Ventas,Empresa,Pago Jose Palacio,759.870833333333,759.870833333333
07/31/2025,1,Taxis,Limpieza,Taxis JULIO,2367.4,2367.4
08/01/2025,2,Medicamento,Medicamento,blister de voriconazol,100,200
08/01/2025,2,Medicamento,Medicamento,blister de voriconazol,100,200
08/02/2025,1,Personal Limpieza,Limpieza,Pago Gabi,70,70
08/02/2025,1,Personal Limpieza,Limpieza,Pago Jose,60,60
08/02/2025,1,Asesoria,Abogados,Abogada Jenireth Cristina,145,145
08/02/2025,1,Asesoria,Abogados,Abogado David Molina,55,55
08/02/2025,1,Asesoria,Abogados,Abogado David Molina,195,195
08/02/2025,1,Asesoria,Abogados,Abogado David Molina,265,265
08/02/2025,1,Oficina,Empresa,Perforadores,13,13
08/02/2025,1,Oficina,Empresa,Engrapadores,15,15
08/02/2025,3,Oficina,Empresa,Lapiceros,1,3
08/02/2025,1,Oficina,Empresa,Grapas,3,3
08/02/2025,1,Oficina,Empresa,Resaltadores,2,2
08/02/2025,1,Oficina,Empresa,Limpiatipos,3.5,3.5
08/02/2025,1,Oficina,Empresa,Folder,15,15
08/04/2025,1,Alfombra,Empresa,Bidón de shampoo,120,120
08/04/2025,1,Asesoria,Abogados,Abogado David Molina,195,195
08/05/2025,1,Asesoria,Abogados,Abogado David Molina,115,115
08/05/2025,1,Medicamento,Medicamento,Voriconazol,100,100
08/07/2025,1,Empresa,Empresa,Fotocheck,37,37
08/07/2025,1,Personal Ventas,Empresa,Pago Mauricio,187.7,187.7
08/07/2025,1,Medicamento,Medicamento,Ciclofosfamida 1g,120,120
08/09/2025,1,Asesoria,Abogados,Abogado David Molina,95,95
08/11/2025,1,Clases,Clases,Profesor Jorge Fernandez,1417.5,1417.5
08/11/2025,1,Clases,Clases,Profesora Katherine,270,270
08/11/2025,1,Clases,Clases,Profesor Miguel Pareja,75,75
08/11/2025,1,Medicamento,Medicamento,Lenalidomida,3000,3000
08/13/2025,1,Pisos,Limpieza,Masking TA,12.9,12.9
08/13/2025,1,Oficina,Limpieza,Sellador L,37.9,37.9
08/13/2025,1,Pisos,Limpieza,Huincha,39.9,39.9
08/13/2025,2,Pisos,Limpieza,Chema Remover,22.9,45.8
08/13/2025,2,Empresa,Limpieza,Molsa tshi,0.2,0.4
08/14/2025,7,Pisos,Limpieza,Chema Remover,22.9,160.3
08/14/2025,1,Empresa,Limpieza,Pantalón,39.9,39.9
08/14/2025,2,Empresa,Limpieza,Pantalón,39.9,79.8
08/14/2025,1,Empresa,Limpieza,Molsa reutilizable,4.9,4.9
08/15/2025,1,Inmueble,Limpieza,Almuerzo Operarios,27,27
08/15/2025,6,Alfombra,Limpieza,Rociador,3.5,21
08/15/2025,1,Alfombra,Limpieza,Cordel,2,2
08/15/2025,1,Oficina,Limpieza,Taper,1.5,1.5
08/15/2025,1,Taxis,Limpieza,Pasaje de compras,9.3,9.3
08/15/2025,1,Empresa,Empresa,Comida Oficina,23.9,23.9
08/15/2025,1,Empresa,Empresa,Sueldo Marco,10000,10000
08/15/2025,1,Clases,Clases,Idroo,40,40
08/15/2025,1,Empresa,Empresa,Indeed,650,650
08/15/2025,2,Diseño,Empresa,Adobe,146,292
08/15/2025,1,Empresa,Empresa,Test Gorilla,430,430
08/15/2025,1,IA,Empresa,Chat Gtp,80,80
08/15/2025,2,IA,Empresa,Gemini,74,148
08/15/2025,1,IA,Empresa,Claude,80,80
08/15/2025,6,Beneficios Sociales,Empresa,Pago AFP (incluye Essalud),128.48,770.88
08/15/2025,1,Diseño,Empresa,Ideogram,80,80
08/15/2025,1,Hosting,Empresa,Banahosting - Hosting,300,300
08/15/2025,1,Hosting,Empresa,Namecheap - Hosting,300,300
08/15/2025,1,Hosting,Empresa,Sered - Hosting,100,100
08/15/2025,1,Hosting,Empresa,Nicalia - Hosting,160,160
08/15/2025,1,Hosting,Empresa,Imunify - Antivirus para Hosting,100,100
08/15/2025,1,Medicamento,Medicamento,Voriconazol,100,100
08/15/2025,1,Personal Limpieza,Limpieza,Pago Jesús,775,775
08/15/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,625,625
08/15/2025,1,Personal Limpieza,Limpieza,Pago Gloria,600,600
08/15/2025,1,Personal Limpieza,Limpieza,Pago Kaylor,565,565
08/16/2025,1,Oficina,Limpieza,Materiales de oficinas,15.03,15.03
08/16/2025,2,Alfombra,Limpieza,Guantes,9,18
08/16/2025,3,Inmueble,Limpieza,Frasco Doypac,15,45
08/16/2025,20,Pisos,Limpieza,Trapeador microfibra,3.33,66.6
08/16/2025,20,Pisos,Limpieza,Paños,1.667,33.34
08/16/2025,1,Oficina,Limpieza,Jabón,1.5,1.5
08/16/2025,1,Baño,Limpieza,Esponja Carmelita plancha,16,16
08/17/2025,4,Empresa,Empresa,Polos Operarios,23,92
08/18/2025,1,Empresa,Empresa,Carnet,5,5
08/18/2025,1,Personal Limpieza,Limpieza,Pago Yessenia,60,60
08/18/2025,1,Personal Limpieza,Limpieza,Pago Yessenia,60,60
08/18/2025,1,Empresa,Empresa,Tabla,8.5,8.5
08/19/2025,1,Empresa,Empresa,Torta Yahaira,79.2,79.2
08/19/2025,1,Empresa,Empresa,Bocaditos,39.4,39.4
08/21/2025,3,Inmueble,Limpieza,Paño Chico,20,60
08/21/2025,2,Pisos,Limpieza,Trapo grande,40,80
08/21/2025,1,Inmueble,Limpieza,Aroma caja,62,62
08/21/2025,6,Cocina,Limpieza,CI CIF,10,60
08/21/2025,2,Inmueble,Limpieza,Ambientador,10.5,21
08/21/2025,1,Colchón,Limpieza,Suavitel,25,25
08/21/2025,6,Inmueble,Limpieza,Antihongos sapolio,11,66
08/21/2025,1,Mueble,Limpieza,Guantes,25,25
08/21/2025,1,Inmueble,Limpieza,Mascarilla de plastico,5,5
08/21/2025,1,Baño,Limpieza,Quitasarro galon,9,9
08/21/2025,1,Oficina,Empresa,Posa Mouse,6,6
08/21/2025,5,Oficina,Empresa,Posa Mouse,2,10
08/21/2025,1,Clases,Clases,Profesor Sebastían,60,60
08/21/2025,1,Oficina,Empresa,Pago Jose Urbina,60,60
08/22/2025,1,Asesoria,Empresa,Psicologa Ysabel,75,75
08/22/2025,10,Pisos,Limpieza,Mini pads,4,40
08/22/2025,2,Pisos,Limpieza,Pads grandes,30,60
08/22/2025,1,Pisos,Limpieza,Pads grandes,31,31
08/22/2025,1,Personal Limpieza,Limpieza,Pads grandes,30,30
08/22/2025,1,Asesoria,Psicologo,Pago Psicologa,75,75
08/22/2025,1,Empresa,Limpieza,Gaseosa Operarios,75,75
08/25/2025,1,Clases,Clases,Profesor Sebastían,690,690
08/25/2025,1,Clases,Clases,Profesor Jorge Fernandez,1170,1170
08/25/2025,1,Empresa,Marketing,Pan con chicharrón para video,80,80
08/25/2025,1,Empresa,Marketing,Tabla de escribir,8.5,8.5
08/27/2025,1,Inmueble,Limpieza,Pago Jose Urbina,60,60
08/27/2025,1,Inmueble,Limpieza,Pago Jose Carlos,75,75
08/27/2025,1,Inmueble,Limpieza,Pago Luis Enrique,60,60
08/27/2025,1,Inmueble,Limpieza,Gaseosas y queques Operarios,45,45
08/28/2025,1,Asesoria,Psicologo,Pago Psicologa,140,140
08/28/2025,1,Medicamento,Medicamento,,170,170
08/28/2025,1,Empresa,Empresa,Comida para ventas,51,51
08/29/2025,1,Taxis,Limpieza,Taxis AGOSTO,#REF!,#REF!
08/29/2025,1,Personal Limpieza,Limpieza,Pago Jesús,623.92,623.92
08/29/2025,1,Personal Limpieza,Limpieza,Pago Luis Miguel,491.31,491.31
08/29/2025,1,Personal Limpieza,Limpieza,Pago Gloria,582.5,582.5
08/29/2025,1,Personal Limpieza,Limpieza,Pago Kaylor,541.46,541.46
08/29/2025,1,Personal Marketing,Empresa,Pago Mario,1290.27,1290.27
08/29/2025,1,Personal Marketing,Empresa,Pago Harumi,1694.02,1694.02
08/29/2025,1,Personal Marketing,Empresa,Pago Saul,1103.29,1103.29
08/29/2025,1,Personal Ventas,Empresa,Pago Xiomara,1115.44,1115.44
08/29/2025,1,Personal Ventas,Empresa,Pago Daniela,1900.4,1900.4
08/29/2025,1,Personal Ventas,Empresa,Pago Yahaira,1758.23,1758.23
08/29/2025,1,Personal Ventas,Empresa,Pago Jose Palacio,2236.38,2236.38
08/29/2025,1,Empresa,Empresa,Cumpleaños Gloria,87.44,87.44
08/29/2025,1,Inmueble,Limpieza,Pago Luis Enrique,60,60
08/31/2025,1,Colchón,Limpieza,Google Ads Limpieza,233.22,326.508
08/31/2025,1,Mueble,Limpieza,Google Ads Limpieza,116.61,163.254
08/31/2025,1,Alfombra,Limpieza,Google Ads Limpieza,116.61,163.254
08/31/2025,1,Inmueble,Limpieza,Google Ads Limpieza,1299.75,1819.65
08/31/2025,1,Pisos,Limpieza,Google Ads Limpieza,180.41,252.574
08/31/2025,1,Baño,Limpieza,Google Ads Limpieza,193.71,271.194
08/31/2025,1,Cocina,Limpieza,Google Ads Limpieza,193.71,271.194
08/31/2025,1,Ventanas,Limpieza,Google Ads Limpieza,193.71,271.194
08/31/2025,1,Marketing,Marketing,Google Ads Marketing,366.61,513.254
08/31/2025,1,Clases,Clases,Google Ads Clases,1150.32,1610.448
09/01/2025,1,Empresa,Empresa,Pizza para reconocimiento de ventas,39.8,39.8
09/01/2025,1,Inmueble,Limpieza,Taxis para compras Limpieza,14.3,14.3
09/02/2025,1,Inmueble,Limpieza,Frugo para operarios,6.5,6.5
09/03/2025,25,Pisos,Limpieza,Frugo para operarios,20,500
09/03/2025,1,Pisos,Limpieza,Pago a Jhony,210,210
09/05/2025,1,Mueble,Limpieza,Pago a Jhony,750,750
09/03/2025,1,Pisos,Limpieza,Gaseosa,9.1,9.1
09/03/2025,3,Pisos,Limpieza,Borquitmc1.8,11.5,34.5
